хамгийн	0	0
гол	0	0
нь	0	0
бид	0	0
бие	0	0
биедээ	0	0
итгэдэг	1	.
итгэлцэлгүйгээр	0	0
хайр	0	0
оршин	0	0
тогтнох	0	0
боломжгүй	1	.
цамхаг	0	0
шиг	1	.
суурь	0	0
нь	0	0
итгэл	0	,
хана	0	0
нь	0	0
халамж	0	,
орой	0	0
нь	0	0
хүсэл	0	0
тачаал	1	.
миний	0	0
бие	0	0
хөнгөрөөд	0	0
л	0	0
...	0	0
дөрөвдүгээр	0	0
хэсэг	0	:
эргэн	0	0
нэгэдсэн	0	0
нь	0	0
(	0	0
2020	0	0
он	0	,
эмнэлгийн	0	0
коридор	0	0
)	0	0
энэ	0	0
бол	0	0
амлалт	1	.
бид	0	0
бие	0	0
биенээ	0	0
бүтээсэн	1	.
бие	0	0
биенээ	0	0
илүү	0	0
сайн	0	0
хүн	0	0
болгосон	1	.
энэ	0	0
л	0	0
хайрын	0	0
ид	0	0
шид	0	0
байх	1	.
кант	0	,
гегель	0	0
хоёрын	0	0
сүнс	0	0
чамайг	0	0
ирж	0	0
боомилох	0	0
вий	0	0
дээ	1	.
тэр	0	0
хэн	0	0
юм	0	0
бол	0	?
аз	0	0
гэж	0	0
үү	0	?
тулааны	0	0
урлагт	0	0
аз	0	0
гэж	0	0
байдаггүй	1	.
зөвхөн	0	0
бэлтгэл	0	0
сургуулилт	0	,
төгс	0	0
төгөлдөр	0	0
техник	0	0
л	0	0
гэж	0	0
бий	1	.
би	0	0
ч	0	0
гэсэн	1	.
гэхдээ	0	0
одоохондоо	0	0
амарцгаая	1	.
энэ	0	0
тулааныг	0	,
энэ	0	0
мөчийг	0	0
мэдэрцгээе	1	.
энэ	0	0
миний	0	0
зам	0	0
юм	0	0
шиг	0	0
байна	1	.
гэрэл	0	0
гэдэг	0	0
зөвхөн	0	0
чулуу	0	0
биш	1	.
үгүй	0	0
ээ	0	,
үгүй	1	.
буруугаар	0	0
ойлгочихов	0	0
уу	0	0
даа	1	.
харин	0	0
ч	0	0
эсрэгээрээ	1	.
тэр	0	0
хүн	0	0
бичгийг	0	0
зааж	0	0
байна	1	.
та	0	0
минь	0	0
дээ	0	,
хэтэрхий	0	0
битгий	0	0
санаа	0	0
зов	1	.
манай	0	0
хоёр	0	0
чинь	0	0
ухаантай	0	,
зөв	0	0
хүмүүжилтэй	0	0
хүүхдүүд	0	0
шүү	0	0
дээ	1	.
төгөлдөр	0	0
хүү	0	0
маань	0	0
удахгүй	0	0
гадаад	0	0
явах	0	0
гээд	0	0
бэлтгэлээ	0	0
базааж	0	0
байна	1	.
ану	0	0
охин	0	0
минь	0	0
ч	0	0
сургуулиа	0	0
сайн	0	0
төгсөх	0	0
байх	1	.
би	0	0
сонссон	1	.
энд	0	0
...	0	0
чамайг	0	,
чиний	0	0
охиныг	0	0
...	0	0
би	0	0
ирэхгүй	0	0
байж	0	0
чадсангүй	1	.
үгүй	0	0
ээ	0	,
би	0	0
гэрч	0	0
нь	0	0
болно	1	.
би	0	0
хамгийн	0	0
хариуцлагатай	0	0
нь	1	.
гэвч	0	0
бид	0	0
бэлэн	0	0
байна	1	.
ялагдал	0	0
бол	0	0
суралцах	0	0
боломж	1	.
өнгөрсөн	0	0
удаа	0	0
би	0	0
чамаас	0	0
нэг	0	0
зүйлийг	0	0
сурсан	1	.
энэ	0	0
удаад	0	0
би	0	0
тэр	0	0
хичээлээ	0	0
ашиглах	0	0
болно	1	.
яагаад	0	0
гэвэл	0	0
чиний	0	0
хэлсэн	0	0
үг	0	0
болгон	0	0
чин	0	0
сэтгэлийнх	0	0
байдаг	0	0
болохоор	0	0
тэр	1	.
тэнд	0	0
ямар	0	0
ч	0	0
хууралт	0	,
ямар	0	0
ч	0	0
дүр	0	0
эсгэлт	0	0
байдаггүй	1	.
өрсөлдөгч	0	0
ба	0	0
нөхөр	0	0
...	0	0
сонин	0	0
хослол	0	0
юм	1	.
тэр	0	0
хэлж	0	0
байна	0	:
“	0	0
чи	0	0
сэтгэлийн	0	0
толь	0	0
болсон	1	.
гэхдээ	0	0
сүүдэр	0	0
ойртож	0	0
байна	1	.
”	0	0
юу	0	0
гэж	0	?
үйлдэл	0	0
бүхнийг	0	0
ярина	1	.
ямар	0	0
сонирхолтой	0	0
юм	0	0
бэ	1	.
таныг	0	0
ирэхээр	0	0
монголын	0	0
технологийн	0	0
салбарт	0	0
том	0	0
хувь	0	0
нэмэр	0	0
оруулах	0	0
нь	0	0
дээ	1	.
тэгвэл	0	0
энэ	0	0
тулаан	0	0
биднийх	1	.
чи	0	0
намайг	0	0
дуурайж	0	0
байна	0	0
уу	0	?
хиймэл	0	0
оюун	0	0
ухаан	0	0
дэлхий	0	0
ертөнцөд	0	0
олон	0	0
замаар	0	0
нөлөөлөх	0	0
нь	0	0
гарцаагүй	1	.
гэхдээ	0	0
шинжлэх	0	0
ухааны	0	0
нээлтийг	0	0
хурдасгаж	0	,
бүтээмжийг	0	0
нэмэгдүүлснээр	0	0
амьдралын	0	0
чанарт	0	0
авчрах	0	0
үр	0	0
өгөөж	0	0
нь	0	0
үнэлж	0	0
баршгүй	0	0
их	0	0
байх	0	0
болно	1	.
ирээдүй	0	0
одоо	0	0
цагаас	0	0
хавьгүй	0	0
илүү	0	0
сайхан	0	0
байх	0	0
боломжтой	1	.
шинжлэх	0	0
ухааны	0	0
дэвшил	0	0
бол	0	0
хүн	0	0
төрөлхтний	0	0
хөгжлийн	0	0
гол	0	0
хөдөлгүүр	1	.
бид	0	0
үүнээс	0	0
ч	0	0
илүү	0	0
ихийг	0	0
бүтээж	0	0
чадна	0	0
гэж	0	0
бодохоор	0	0
сэтгэл	0	0
догдолж	0	0
байна	1	.
аялал	0	0
өндөрлөж	0	0
байгаа	0	0
ч	0	0
зам	0	0
үргэлжилсээр	0	0
байна	1	.
тэднээс	0	0
алийг	0	0
сонгохоо	0	0
би	0	0
өөрөө	0	0
шийдэх	0	0
ёстой	1	.
тэгээд	0	0
бидний	0	0
анхны	0	0
үнсэлт	0	0
...	0	0
чи	0	0
санаж	0	0
байна	0	0
уу	0	?
би	0	0
чамайг	0	0
ядраах	0	0
гэсэнгүй	1	.
би	0	0
чамд	0	0
тусалж	0	0
байна	1	.
жинхэнэ	0	0
өрсөлдөгч	0	0
гэдэг	0	0
бол	0	0
бие	0	0
биенээ	0	0
хурцалдаг	0	0
ир	0	0
мэс	0	0
л	0	0
гэсэн	0	0
үг	1	.
энэ	0	0
газар	0	0
биднээс	0	0
өөр	0	0
амьд	0	0
хүн	0	0
байдаг	0	0
гэж	0	0
хэн	0	0
санах	0	0
вэ	0	?
тэгвэл	0	0
бид	0	0
түүхэнд	0	0
бичигдсэн	0	0
үү	0	?
би	0	0
бэлэн	1	.
ээж	0	0
тийм	0	0
ухаантай	0	0
хүн	0	0
шүү	0	0
дээ	1	.
эрэгтэй	0	0
хүний	0	0
харцнаас	0	0
л	0	0
бүхнийг	0	0
ойлгочихдог	0	0
байх	1	.
чи	0	0
бэлэн	0	0
үү	0	?
би	0	0
хиймэл	0	0
оюун	0	0
ухааны	0	0
чиглэлээр	0	0
илүү	0	0
гүнзгийрч	0	0
суралцана	0	0
гэж	0	0
бодож	0	0
байгаа	1	.
энэ	0	0
салбар	0	0
ирээдүйд	0	0
маш	0	0
их	0	0
хөгжинө	1	.
монголдоо	0	0
ч	0	0
гэсэн	0	0
энэ	0	0
чиглэлээр	0	0
хийх	0	0
ажил	0	0
их	0	0
бий	1	.
эмнэлгийн	0	0
оношилгоо	0	,
боловсролын	0	0
систем	0	,
хөдөө	0	0
аж	0	0
ахуй	0	0
гээд	0	0
бүх	0	0
салбарт	0	0
хиймэл	0	0
оюун	0	0
ухааныг	0	0
ашиглах	0	0
боломжтой	1	.
заримдаа	0	0
бид	0	0
маргалддаг	1	.
үл	0	0
ойлголцох	0	0
үе	0	0
ч	0	0
гардаг	1	.
эхлэлдээ	0	0
муугүй	1	.
гэхдээ	0	0
өрсөлдөөн	0	0
маш	0	0
их	0	0
байна	1	.
том	0	0
компаниудтай	0	0
өрсөлдөх	0	0
хэцүү	0	0
юм	1	.
чиний	0	0
яарамтгай	0	0
байдал	0	0
чинь	0	0
чамайг	0	0
урхинд	0	0
оруулна	1	.
би	0	0
тэвчээртэй	0	0
хүлээх	0	0
болно	1	.
чиний	0	0
алдааг	0	0
хүлээх	0	0
болно	1	.
алдаа	0	0
гаргахгүй	0	0
тулаанч	0	0
гэж	0	0
байдаггүй	1	.
тэгвэл	0	0
бид	0	0
зөв	0	0
замаа	0	0
сонгожээ	1	.
нэг	0	0
л	0	0
танил	0	0
мэдрэмжтэй	0	0
…	0	0
чи	0	0
миний	0	0
хуучин	0	0
найз	0	0
охинд	0	0
атаархдаг	0	0
хэвээрээ	0	0
л	0	0
юу	0	?
хүмүүс	0	0
түүнийг	0	0
харсангүй	1	.
тэгвэл	0	0
чиний	0	0
тэр	0	0
нарийн	0	0
жолоодлогыг	0	0
чинь	0	0
миний	0	0
хурд	0	0
дийлэх	0	0
эсэхийг	0	0
харцгаая	1	.
би	0	0
өнгөрсөн	0	0
жилийнх	0	0
шигээ	0	0
удаан	0	,
бодлогоширсон	0	0
нэгэн	0	0
биш	0	0
болсон	1	.
үгүй	0	0
ээ	0	,
яагаад	0	0
шоолох	0	0
гэж	0	?
харин	0	0
ч	0	0
би	0	0
чамд	0	0
илүү	0	0
ойр	0	0
болсон	0	0
юм	0	0
шиг	0	0
санагдсан	1	.
тэр	0	0
мөчид	0	0
л	0	0
бидний	0	0
хоорондох	0	0
мөсөн	0	0
хана	0	0
хайлж	0	0
эхэлсэн	0	0
байх	1	.
“	0	0
чи	0	0
одоо	0	0
бэлэн	0	0
болсон	1	.
”	0	0
энэ	0	0
үнэн	1	.
бидний	0	0
амьдралд	0	0
олон	0	0
хүн	0	0
орж	0	0
ирж	0	,
бас	0	0
гарч	0	0
одсон	1	.
гэхдээ	0	0
бид	0	0
гурав	0	0
үргэлж	0	0
хамтдаа	0	0
үлдсэн	1	.
гүйцгээе	0	!
хоёрдугаар	0	0
бүлэг	0	:
хуучин	0	0
цомог	0	0
ба	0	0
дурсамж	0	0
чи	0	0
дэндүү	0	0
...	0	0
гэрэлтэй	0	0
харагдсан	1	.
дэндүү	0	0
төгс	1	.
чам	0	0
шиг	0	0
хүнтэй	0	0
учирвал	0	0
би	0	0
бүхнээ	0	0
алдаж	0	,
зүрхээ	0	0
шархлуулах	0	0
байх	0	0
гэсэн	0	0
айдас	0	0
төрсөн	1	.
нэг	0	0
нь	0	0
хэлж	0	0
байна	0	:
“	0	0
эрх	0	0
мэдэл	0	0
чинийх	0	,
ашигла	1	.
”	0	0
уучлаарай	1	.
би	0	0
хэтэрхий	0	0
их	0	0
шаардаж	0	0
байсан	0	0
байх	1	.
би	0	0
чамайг	0	0
байгаагаар	0	0
чинь	0	0
хайрлах	0	0
ёстой	1	.
тэд	0	0
тэгэх	0	0
болно	0	0
оо	1	.
яагаад	0	0
гэвэл	0	0
тэдэнд	0	0
биднийх	0	0
шиг	0	0
алдаа	0	0
гаргахгүй	0	0
байх	0	0
туршлага	0	0
бий	1	.
бидний	0	0
алдаанаас	0	0
тэд	0	0
суралцана	1	.
би	0	0
энэ	0	0
хүчийг	0	0
зөв	0	0
замд	0	0
ашиглах	0	0
болно	1	.
ирээдүйг	0	0
ингэж	0	0
төсөөлөх	0	0
нь	0	0
ойлгоход	0	0
хэцүү	0	0
мэт	0	0
санагдаж	0	0
магадгүй	1	.
гэхдээ	0	0
энэ	0	0
бүхнийг	0	0
туулж	0	0
өнгөрүүлэх	0	0
нь	0	0
сэтгэл	0	0
хөдөлгөм	0	0
ч	0	,
даван	0	0
туулахуйц	0	0
